,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,sentiment
221,@dfpatten @MarkHux @RideLondon Thank you for your support and inspiring our #RideLondon team Dan @RideLondon #Cycle #cyclist,FALSE,6,dfpatten,16/06/2018 20:30,FALSE,1.00806E+18,1.00808E+18,22077194,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Childrens_Trust,2,FALSE,FALSE,NA,NA,0.924541474
222,RT @MedequipUK: Matt Ward is cycling #ridelondon to raise funds for @alzheimerssoc @AlzSocLondon ! Please support by digging deep and donat…,FALSE,0,NA,16/06/2018 20:18,FALSE,NA,1.00808E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",jellamAT,5,TRUE,FALSE,NA,NA,0.625190519
223,RT @MedequipUK: Matt Ward is cycling #ridelondon to raise funds for @alzheimerssoc @AlzSocLondon ! Please support by digging deep and donat…,FALSE,0,NA,16/06/2018 20:10,FALSE,NA,1.00808E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",athome_uk,5,TRUE,FALSE,NA,NA,0.625190519
224,On Sunday 29th July I will be taking part in the 2018 Prudential RideLondon 100 Mile Bike Ride to raise money for t… https://t.co/rsZmQsc2Sp,FALSE,1,NA,16/06/2018 19:47,TRUE,NA,1.00807E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CPRednBlue,0,FALSE,FALSE,NA,NA,0.594361855
225,"@dfpatten @MarkHux @Childrens_Trust @RideLondon Sorry I couldn't join you guys today, but hope you had a great ride <U+0001F44D>",FALSE,3,dfpatten,16/06/2018 19:22,FALSE,1.00806E+18,1.00807E+18,22077194,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Paul540,0,FALSE,FALSE,NA,NA,0.239644168
226,@Mrs_Ruffles @RideLondon Thank you!,FALSE,0,Mrs_Ruffles,16/06/2018 18:43,FALSE,1.00803E+18,1.00806E+18,2235471743,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tri_n_teach,0,FALSE,FALSE,NA,NA,0.999467328
227,".@Hftonline @RideLondon Yes, some couples do go away for romantic weekends or have meal out together. But we are do… https://t.co/Fo3dJoreM2",FALSE,1,NA,16/06/2018 18:39,TRUE,NA,1.00806E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cly74,0,FALSE,FALSE,NA,NA,0.548990034
228,"Hi All 
For those stayimng at Bentley Copse over the weekend of the 28th and 29th July please click on the followin… https://t.co/NdiIWvHR3q",FALSE,0,NA,16/06/2018 18:00,TRUE,NA,1.00805E+18,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",BentleyCopse,0,FALSE,FALSE,NA,NA,0.693083005
229,RT @Pru_UK: We are pleased to announce that we've extended our sponsorship of the Prudential @RideLondon festival until 2020! With exciteme…,FALSE,0,NA,16/06/2018 17:51,FALSE,NA,1.00804E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",grommyuk,4,TRUE,FALSE,NA,NA,0.75366666
230,Thank you to all our cyclists who came along to our @RideLondon training day at the @LeeValleyVP this afternoon. Se… https://t.co/1DjNKVW9n3,FALSE,9,NA,16/06/2018 17:45,TRUE,NA,1.00804E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",breastcancernow,1,FALSE,FALSE,NA,NA,0.796291613
231,RT @MedequipUK: Matt Ward is cycling #ridelondon to raise funds for @alzheimerssoc @AlzSocLondon ! Please support by digging deep and donat…,FALSE,0,NA,16/06/2018 17:25,FALSE,NA,1.00804E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Tony_Bowling,5,TRUE,FALSE,NA,NA,0.625190519
232,"RT @breastcancernow: We're at the @LeeValleyVP in East London this afternoon with our lovely cyclists, for the second of our @RideLondon tr…",FALSE,0,NA,16/06/2018 17:20,FALSE,NA,1.00804E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MichaelSnasdell,4,TRUE,FALSE,NA,NA,0.777998393
233,"RT @breastcancernow: We're at the @LeeValleyVP in East London this afternoon with our lovely cyclists, for the second of our @RideLondon tr…",FALSE,0,NA,16/06/2018 16:53,FALSE,NA,1.00803E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LeeValleyVP,4,TRUE,FALSE,NA,NA,0.777998393
234,@tri_n_teach @RideLondon Good Luck Dave :-),FALSE,1,tri_n_teach,16/06/2018 16:52,FALSE,1.00736E+18,1.00803E+18,8.37315E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mrs_Ruffles,0,FALSE,FALSE,NA,NA,0.99069393
235,"@IAmAneesha @RideLondon Love my bike, just couldn’t ride much during marathon training then shoulder dislocation st… https://t.co/v3Muvl7bUg",FALSE,0,IAmAneesha,16/06/2018 16:43,TRUE,1.00803E+18,1.00803E+18,21394184,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",aruncooke,0,FALSE,FALSE,NA,NA,0.805385401
236,@aruncooke @RideLondon Nice! Still haven’t been back on the bike since!!!,FALSE,1,aruncooke,16/06/2018 16:41,FALSE,1.00802E+18,1.00803E+18,120053375,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IAmAneesha,0,FALSE,FALSE,NA,NA,0.527168025
237,After Weymouth 70.3 in September I did virtually no cycling until 3 wks ago and concentrated on running. 3 weeks of… https://t.co/EazNFB4Jsf,FALSE,0,NA,16/06/2018 16:31,TRUE,NA,1.00802E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",aruncooke,0,FALSE,FALSE,NA,NA,0.383981899
238,"RT @Iceblight: Hey everybody, just a quick update on Mine and Sam<U+200B>'s fundraising for the Britishheartfoundation<U+200B> this year! We're entering…",FALSE,0,NA,16/06/2018 16:26,FALSE,NA,1.00802E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Iceblight,1,TRUE,FALSE,NA,NA,0.757219224
239,"Turns out you can go quite far on a bike. 

6 weeks out from #ridelondon and I’ve managed to get my fastest time up… https://t.co/2RjBcsArpV",FALSE,4,NA,16/06/2018 16:25,TRUE,NA,1.00802E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jacobstory_,0,FALSE,FALSE,NA,NA,0.611480842
240,Three cyclists from @Miramar_Global are cycling Prudential @RideLondon in July and fundraising for our programmes.… https://t.co/26sw3fI7NZ,FALSE,1,NA,16/06/2018 16:25,TRUE,NA,1.00802E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Redthreadyouth,1,FALSE,FALSE,NA,NA,0.678706246
241,"RT @breastcancernow: We're at the @LeeValleyVP in East London this afternoon with our lovely cyclists, for the second of our @RideLondon tr…",FALSE,0,NA,16/06/2018 15:59,FALSE,NA,1.00802E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cadders68,4,TRUE,FALSE,NA,NA,0.777998393
242,"RT @Stacey_Jeffries: @BBCNaga @McrBikeHire @RideLondon Go into @TheBikeRooms on Deansgate, Manchester Naga.... 

An EPIC shop.... #Pinarell…",FALSE,0,NA,16/06/2018 15:56,FALSE,NA,1.00802E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",TheBikeRooms,1,TRUE,FALSE,NA,NA,0.706374393
243,"We're at the @LeeValleyVP in East London this afternoon with our lovely cyclists, for the second of our @RideLondon… https://t.co/Debf9Tdyoa",FALSE,8,NA,16/06/2018 15:53,TRUE,NA,1.00801E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",breastcancernow,4,FALSE,FALSE,NA,NA,0.781583502
244,"<U+0001F6B4>Hi everyone. On July 29th I will be riding the #RideLondon 100 for @samaritans. Please visit my page, and if you’d… https://t.co/j2DnTbPqUZ",FALSE,1,NA,16/06/2018 15:25,TRUE,NA,1.00801E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stht_safety,0,FALSE,FALSE,NA,NA,0.739742657
245,@riotbadger @RideLondon very nice! it seems like i should take a trip to the uk lol.,FALSE,0,riotbadger,16/06/2018 15:14,FALSE,1.008E+18,1.008E+18,53651576,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dammit_elaine,0,FALSE,FALSE,NA,NA,0.756148057
246,@dammit_elaine Hopefully should get me round the @RideLondon course!,FALSE,1,dammit_elaine,16/06/2018 15:08,FALSE,1.008E+18,1.008E+18,7.03623E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",riotbadger,0,FALSE,FALSE,NA,NA,0.776691963
247,Matt Ward is cycling #ridelondon to raise funds for @alzheimerssoc @AlzSocLondon ! Please support by digging deep a… https://t.co/D9bfqo6X10,FALSE,6,NA,16/06/2018 14:59,TRUE,NA,1.008E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MedequipUK,5,FALSE,FALSE,NA,NA,0.623549279
248,#43DaysToGo #RideLondon Wear light coloured/reflective clothing during the day/night to increase your visibility. #StaySafe,FALSE,0,NA,16/06/2018 14:01,FALSE,NA,1.00799E+18,NA,"<a href=""http://www.socialsignin.co.uk"" rel=""nofollow"">SocialSignIn Application</a>",nxupdates,0,FALSE,FALSE,NA,NA,0.764038994
249,#43DaysToGo #RideLondon Wear light coloured or reflective clothing during the day/night to increase your visibility. #StaySafe,FALSE,0,NA,16/06/2018 14:00,FALSE,NA,1.00799E+18,NA,"<a href=""http://www.socialsignin.co.uk"" rel=""nofollow"">SocialSignIn Application</a>",nxcare,0,FALSE,FALSE,NA,NA,0.766993184
250,Another busy morning of bike/swim/run/bike with the @EpsomTriClub crew in preparation for @RideLondon in aid of… https://t.co/KwC9yMNtqs,FALSE,3,NA,16/06/2018 13:50,TRUE,NA,1.00798E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",positivelyPG,1,FALSE,FALSE,NA,NA,0.677398798
251,"RT @JIA_NRAS: 6 weeks left to join team NRAS and sign up for RideLondon! 
Take on the challenge on 29th July and help to support those livi…",FALSE,0,NA,16/06/2018 13:44,FALSE,NA,1.00798E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JIA_Matters,2,TRUE,FALSE,NA,NA,0.611389974
252,"On 29 July, Sam &amp; I are taking part in @RideLondon raising £££ for @TheRugbyCharity &amp; @TeenageCancer Please sponsor… https://t.co/bEjPZ66URA",FALSE,1,NA,16/06/2018 13:42,TRUE,NA,1.00798E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",abbylacey,0,FALSE,FALSE,NA,NA,0.59213648
253,"6 weeks left to join team NRAS and sign up for RideLondon! 
Take on the challenge on 29th July and help to support… https://t.co/xqd1i1Ji8p",FALSE,2,NA,16/06/2018 13:38,TRUE,NA,1.00798E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",JIA_NRAS,2,FALSE,FALSE,NA,NA,0.594277413
254,"RT @TfLTravelAlerts: <U+0001F4E3> Calling all young and new cyclists!  
 
@RideLondon have now launched their new, 19 mile route, which is open to cyc…",FALSE,0,NA,16/06/2018 13:33,FALSE,NA,1.00798E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RandomYarning,3,TRUE,FALSE,NA,NA,0.699755585
255,RT @wagggs_world: <U+0001F6B4><U+200D><U+2640><U+FE0F><U+0001F4A8> whooosh! Our @RideLondon cyclists will be whizzing through the 100 mile route on 28 &amp; 29 July in their fab #TeamGir…,FALSE,0,NA,16/06/2018 13:30,FALSE,NA,1.00798E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nuestracabana,2,TRUE,FALSE,NA,NA,0.75364235
256,"RT @TfLTravelAlerts: <U+0001F4E3> Calling all young and new cyclists!  
 
@RideLondon have now launched their new, 19 mile route, which is open to cyc…",FALSE,0,NA,16/06/2018 13:01,FALSE,NA,1.00797E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Humanbeersponge,3,TRUE,FALSE,NA,NA,0.699755585
257,RT @biffboff75: Got the top from @MomentumCharity ready for @RideLondon and you can join in by sponsoring me here https://t.co/wdV3txl8fV h…,FALSE,0,NA,16/06/2018 12:38,FALSE,NA,1.00797E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",livingkt22,3,TRUE,FALSE,NA,NA,0.736613998
258,"Super happy to receive this delivery today! Thanks @wwf_uk, roll on July 29th! #ridelondon #teampanda #100miles https://t.co/mNaM4zKwBC",FALSE,2,NA,16/06/2018 12:36,FALSE,NA,1.00797E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Stealth_Riders,0,FALSE,FALSE,NA,NA,0.92149822
259,"RT @TfLTravelAlerts: <U+0001F4E3> Calling all young and new cyclists!  
 
@RideLondon have now launched their new, 19 mile route, which is open to cyc…",FALSE,0,NA,16/06/2018 12:30,FALSE,NA,1.00796E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ABnotFab,3,TRUE,FALSE,NA,NA,0.699755585
260,"Calling all young and new cyclists! @RideLondon have now launched their new, 19 mile route, which is open to cyclis… https://t.co/CCNxlYgwg9",FALSE,0,NA,16/06/2018 12:23,TRUE,NA,1.00796E+18,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",tweetonlondon,0,FALSE,FALSE,NA,NA,0.699755585
261,#RT @farnhamherald: The future of @RideLondon could lie in your hands - would you like to see the biking event cont… https://t.co/0anlzFlUt7,FALSE,0,NA,16/06/2018 12:21,TRUE,NA,1.00796E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",LoveFarnham,0,FALSE,FALSE,NA,NA,0.762709891
262,"<U+0001F4E3> Calling all young and new cyclists!  
 
@RideLondon have now launched their new, 19 mile route, which is open to… https://t.co/ewhaT7XlAX",FALSE,4,NA,16/06/2018 12:20,TRUE,NA,1.00796E+18,NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>",TfLTravelAlerts,3,FALSE,FALSE,NA,NA,0.699755585
263,RT @Pru_UK: Do you have what it takes to complete our Prudential @RideLondon #PruPeloton Challenge? Put your (virtual) cycling skills to th…,FALSE,0,NA,16/06/2018 12:16,FALSE,NA,1.00796E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CL_Jennings,4,TRUE,FALSE,NA,NA,0.727316331
264,"Don't forget - ticket sales for @RideLondon are closing soon! If you want to cycle for CLAPA, make sure you book yo… https://t.co/N5j2zQNiFs",FALSE,0,NA,16/06/2018 12:02,TRUE,NA,1.00796E+18,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",CLAPACOMMUNITY,0,FALSE,FALSE,NA,NA,0.670993288
265,"RT @visitlondon: If you love cycling then get involved with @RideLondon this summer! 

Cycling shows, competitive races and free cycle ride…",FALSE,0,NA,16/06/2018 12:01,FALSE,NA,1.00796E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bella11James,8,TRUE,FALSE,NA,NA,0.891853363
266,Got the top from @MomentumCharity ready for @RideLondon and you can join in by sponsoring me here… https://t.co/9Ab1X37TjO,FALSE,3,NA,16/06/2018 11:31,TRUE,NA,1.00795E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",biffboff75,3,FALSE,FALSE,NA,NA,0.740240733
267,"RT @visitlondon: If you love cycling then get involved with @RideLondon this summer! 

Cycling shows, competitive races and free cycle ride…",FALSE,0,NA,16/06/2018 11:16,FALSE,NA,1.00794E+18,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",didierdelmer,8,TRUE,FALSE,NA,NA,0.891853363
268,"6 weeks left to join team NRAS and sign up for RideLondon! 
Take on the challenge on 29th July and help to support… https://t.co/etzWniCJ6r",FALSE,2,NA,16/06/2018 11:15,TRUE,NA,1.00794E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NRAS_UK,0,FALSE,FALSE,NA,NA,0.594277413
269,The future of @RideLondon could lie in your hands - would you like to see the biking event continue in Surrey from… https://t.co/vAu6mKmqtU,FALSE,0,NA,16/06/2018 10:50,TRUE,NA,1.00794E+18,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",farnhamherald,0,FALSE,FALSE,NA,NA,0.750869549
270,@CyclingSurgeon @RideLondon @GreatOrmondSt @geraintthomas @Pru_UK @PruUKpress @FruitAndVegKids @EddieObeng… https://t.co/aLUEOUo14z,FALSE,2,CyclingSurgeon,16/06/2018 10:48,TRUE,1.00755E+18,1.00794E+18,415406337,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fitandfortyman,0,FALSE,FALSE,NA,NA,0.706455123
271,"RT @HoratiosGarden: Looking for a challenge this summer, or missed the ballot for @RideLondon? Look no further, Horatios Garden have a few…",FALSE,0,NA,16/06/2018 10:24,FALSE,NA,1.00793E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GHP_Legal,2,TRUE,FALSE,NA,NA,0.395610182
272,Join The Cure Parkinson's Trust and take part in the Prudential RideLondon-Surrey 46! #parkinsons #ridelondon… https://t.co/d7FKaMEDrV,FALSE,3,NA,16/06/2018 10:04,TRUE,NA,1.00793E+18,NA,"<a href=""http://www.mailchimp.com"" rel=""nofollow"">MailChimp</a>",CureParkinsonsT,0,FALSE,FALSE,NA,NA,0.767089404
273,@RideLondon tried to pick my wave for the 46 but when I clicked on the link it said “sorry the ballot has closed “,FALSE,0,RideLondon,16/06/2018 10:04,FALSE,NA,1.00793E+18,608158133,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Timw1983Wright,0,FALSE,FALSE,NA,NA,0.088130989
274,Shout out to Kate Owen @jokerunning who's taking on the challenge of cycling 100 miles to raise money for our vital… https://t.co/LcXKggAH8K,FALSE,0,NA,16/06/2018 10:00,TRUE,NA,1.00793E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",United_Purpose,3,FALSE,FALSE,NA,NA,0.651750388
275,"RT @Heber_Limited: As #BikeWeek2018 is being celebrated across the UK, here are a couple of @Heber_Limited heroes: Jamil Stevens and Willia…",FALSE,0,NA,16/06/2018 09:45,FALSE,NA,1.00792E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LesAshtonSmith,3,TRUE,FALSE,NA,NA,0.597959037
276,@Heber_Limited @RBHCharity @RideLondon Fantastic effort for a worthy charity,FALSE,1,Heber_Limited,16/06/2018 09:45,FALSE,1.00758E+18,1.00792E+18,105221352,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LesAshtonSmith,0,FALSE,FALSE,NA,NA,0.944696384
277,"RT @visitlondon: If you love cycling then get involved with @RideLondon this summer! 

Cycling shows, competitive races and free cycle ride…",FALSE,0,NA,16/06/2018 09:19,FALSE,NA,1.00792E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JimPolk,8,TRUE,FALSE,NA,NA,0.891853363
278,"If you love cycling then get involved with @RideLondon this summer! 

Cycling shows, competitive races and free cyc… https://t.co/BCDZ1IBLOK",FALSE,27,NA,16/06/2018 09:09,TRUE,NA,1.00791E+18,NA,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Socialbakers</a>",visitlondon,8,FALSE,FALSE,NA,NA,0.90505569
279,"Our #teamasthmauk member of the week is Gary who has smashed his #RideLondon target already and raised £1420!

Than… https://t.co/rEiHRgxbgW",FALSE,1,NA,16/06/2018 09:00,TRUE,NA,1.00791E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Asthmaukevents,0,FALSE,FALSE,NA,NA,0.504340655
280,RT ChristinaDove7: Beautiful ride to West Wittering &amp; Itchenor to get some miles in the legs for the #ridelondon 10… https://t.co/x5w7v1pz3Y,FALSE,0,NA,16/06/2018 08:33,TRUE,NA,1.0079E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",opusmatrix,0,FALSE,FALSE,NA,NA,0.750361135
281,"RT @HoratiosGarden: Looking for a challenge this summer, or missed the ballot for @RideLondon? Look no further, Horatios Garden have a few…",FALSE,0,NA,16/06/2018 08:25,FALSE,NA,1.0079E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CathDuggins,2,TRUE,FALSE,NA,NA,0.395610182
282,"@RideLondon Looks like my cycling buddy didn't get a second ballot place, is there anything I can do to get him a p… https://t.co/8qyY9lN2KU",FALSE,0,RideLondon,16/06/2018 08:21,TRUE,1.00759E+18,1.0079E+18,608158133,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",OceanTragic,0,FALSE,FALSE,NA,NA,0.316072065
283,"RT @HoratiosGarden: Looking for a challenge this summer, or missed the ballot for @RideLondon? Look no further, Hor… https://t.co/p93Gg679ON",FALSE,0,NA,16/06/2018 08:20,TRUE,NA,1.0079E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",LondonLiveEvent,0,FALSE,FALSE,NA,NA,0.349244267
284,RT @Pru_UK: We are pleased to announce that we've extended our sponsorship of the Prudential @RideLondon festival until 2020! With exciteme…,FALSE,0,NA,16/06/2018 08:20,FALSE,NA,1.0079E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bckeef,4,TRUE,FALSE,NA,NA,0.75366666
285,"Looking for a challenge this summer, or missed the ballot for @RideLondon? Look no further, Horatios Garden have a… https://t.co/gyScR9LxQl",FALSE,1,NA,16/06/2018 08:16,TRUE,NA,1.0079E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HoratiosGarden,2,FALSE,FALSE,NA,NA,0.366589759
286,RT ChristinaDove7: Beautiful ride to West Wittering &amp; Itchenor to get some miles in the legs for the #ridelondon 10… https://t.co/3zC0HYjHkL,FALSE,0,NA,16/06/2018 08:13,TRUE,NA,1.0079E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",opusmatrix,0,FALSE,FALSE,NA,NA,0.750361135
287,"RT @ChristinaDove7: Beautiful ride to West Wittering &amp; Itchenor to get some miles in the legs for the #ridelondon 100 miles in July.

<U+0001F6B4><U+200D><U+2642><U+FE0F><U+0001F3DD>…",FALSE,0,NA,16/06/2018 08:08,FALSE,NA,1.0079E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Goodsexng,4,TRUE,FALSE,NA,NA,0.737576147
288,"RT @asthmauk: Our #TeamAsthmaUK member of the week is Gary who has smashed his @RideLondon target already and raised £1420!
Thanks so much…",FALSE,0,NA,16/06/2018 07:04,FALSE,NA,1.00788E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",QueenMSheba,3,TRUE,FALSE,NA,NA,0.61757388
289,"Our #TeamAsthmaUK member of the week is Gary who has smashed his @RideLondon target already and raised £1420!
Thank… https://t.co/uHr3SNZA8e",FALSE,11,NA,16/06/2018 07:00,TRUE,NA,1.00788E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",asthmauk,3,FALSE,FALSE,NA,NA,0.635627333
290,Training for ridelondon https://t.co/3wlBjHgOcx,FALSE,0,NA,16/06/2018 05:23,FALSE,NA,1.00786E+18,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",vinny46,0,FALSE,FALSE,NA,NA,0.706455123
291,@RideLondon @EvansCycles Ordered my shorts and jersey at same time but still waiting for my shots to turn up.,FALSE,0,RideLondon,16/06/2018 05:15,FALSE,1.00758E+18,1.00785E+18,608158133,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vinny46,0,FALSE,FALSE,NA,NA,0.290534888
292,Well I have ordered my Swarovski Crystal cycling shoes can’t wait for them to come so I can wear them in London… https://t.co/dcaOzwxQd3,FALSE,1,NA,16/06/2018 03:30,TRUE,NA,1.00783E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MelanieGraham5,0,FALSE,FALSE,NA,NA,0.682150527
293,Here's your chance to represent the UCI Road World Champs at the Prudential RideLondon 2018 https://t.co/i16iZM3GOz https://t.co/MdCFphMpts,FALSE,0,NA,15/06/2018 23:32,FALSE,NA,1.00777E+18,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",cyclecollective,0,FALSE,FALSE,NA,NA,0.799071467
294,"@RideLondon @EvansCycles Glad it @endura  kit, clearly listening to customer feedback, classic style but feels fast… https://t.co/cpbWw4ba8v",FALSE,0,RideLondon,15/06/2018 23:20,TRUE,1.00758E+18,1.00776E+18,608158133,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",liharvester,0,FALSE,FALSE,NA,NA,0.934192226
295,"@mtarbard @RideLondon @EvansCycles I'm a big unit and xxl fits fine, counting sheep at bed time is just portion control!",FALSE,1,mtarbard,15/06/2018 23:15,FALSE,1.00768E+18,1.00776E+18,20150279,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",liharvester,0,FALSE,FALSE,NA,NA,0.767319578
296,RT @BlueBellEMS: Our boss @GiloBabb is embarking on another fundraising mission after the success of @The_CEOSLEEPOUT he will be swapping h…,FALSE,0,NA,15/06/2018 22:39,FALSE,NA,1.00775E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EmsworthLife,8,TRUE,FALSE,NA,NA,0.71074889
297,RT @BlueBellEMS: Our boss @GiloBabb is embarking on another fundraising mission after the success of @The_CEOSLEEPOUT he will be swapping h…,FALSE,0,NA,15/06/2018 22:24,FALSE,NA,1.00775E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BlueBellEMS,8,TRUE,FALSE,NA,NA,0.71074889
298,@The_IGR @RideLondon I'll just feel forever guilty because I did it with my bro and thought he was slow....two week… https://t.co/n55XqMZQ3i,FALSE,0,The_IGR,15/06/2018 22:03,TRUE,1.00774E+18,1.00775E+18,20662851,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MumbrianSpinner,0,FALSE,FALSE,NA,NA,0.323843564
